Upload Underwater Image,Confidence Threshold,Detection Results,Detected Objects,timestamp
.gradio\flagged\Upload Underwater Image\4554598b439468eb59d2\IMG_2387_jpeg_jpg.rf.09b38bacfab0922a3a6b66480f01b719.jpg,0.25,.gradio\flagged\Detection Results\3c0c54508ecffd2287d0\image.webp,"starfish: 0.99
fish: 0.45",2025-07-19 10:45:57.243720
